,tweet,bert_predict,lstm_predict,bert_lstm_predict
415,vaksin kita daftar kat mysejahtera vaksin bukan astrazeneca,-1,-1,-1
416,cah tanya jadi vaksin pertama sinovac terus kedua rencananya astrazeneca kirakira adakah dampak buruknya soalnya beda jenis vaksin jadi kepikiran,-1,1,-1
417,tahniah mereka berjaya daftar untuk vaksin oxfordastrazeneca,1,1,1
418,sdf vaksin polres iku sinovac astrazeneca yo,-1,-1,1
419,benarkah vaksin astrazeneca mengandung minyak babi,-1,-1,-1
420,tahniah kawan daftar slot vaksin doa semoga dipermudahkan diberi kesihatan baik,1,1,1
421,gua baru balik vaksin astrazeneca tbtb dikasihtau kl kampus gua ngadain vaksin keluarga mahasiswa jg ah kesel,-1,1,-1
422,dah sistem teruk lepas tu claim rakyat anti vaksin pundek,-1,-1,-1
423,udah jam belum keluhan keluhannya pas nimbang bb,-1,-1,-1
424,yang tersedia vaksin astrazeneca gas gak nih,-1,1,-1
425,serius nanya butuh jwban bgt temen yg udah vaksinasi tahap dua pas vaksinasi tahap satu kmrin yg kena efek samping nya gitu vaksinasi tahap dua kena ga trus kalo kena efek nya atau beda semua terutama yg dpt vaksin astrazeneca,-1,-1,-1
426,terus nasib umur dibawah sudah vaksin astrazeneca gmn lumayan efeknya,-1,1,-1
427,mau vaksin kalo astrazeneca pokoke astrazeneca,-1,-1,-1
428,siang dah rasa kecewa tak mohon vaksin malam berita gembira tajuddin dah kena letak jawatan prasarana baru senyum puas,-1,-1,-1
429,demam pasca beberapa teman mengalami dengan reaksi berbeda dokter screening kasih nasehat demam minum obat penurun panas parasetamol vaksin makan istirahat,-1,-1,-1
430,wow efek vaksin astrazeneca mantul bgt reaksinya ditubuh gue,1,-1,1
431,tak daftar astrazeneca faktor takut sematamata aku baru kena suntik vaksin seminggu lepas lebam tak hilang,-1,-1,-1
432,gue perhatiin rajin olah raga gak ngerasain efek samping vaksin astrazeneca,-1,-1,1
433,tempahan vaksin astrazeneca untuk berusia tahun bawah dibuka mei jam tengah hari,-1,1,1
434,kebangun grgr mimpi serem kebangun grgr demam abis vaksin terimakasih astrazeneca,1,-1,-1
435,pdhl vaksin astrazeneca ditarik ya eh pii divaksin astra kemarin pulang pulang heboh langsung sakit,-1,-1,-1
436,hari vaksin astrazeneca dapat suntikan pukul sekarang gak efek samping puyeng dikit efek ngantuk kurang tidur kemarin dari pengin tidur cepat ya aja gangguannya ya semoga aman terkendali,-1,1,1
437,yah mo astrazeneca apapun yg penting vaksin lah biar ga bgt pandemi huhu,-1,1,1
438,jam vaksin astrazeneca sakit banget tolongg,-1,-1,-1
439,teruk betul sistem pendaftaran vaksin astrazeneca berbanding kali pertama,-1,-1,-1
440,geram yang sia siakan vaksin tu tumbuk kang,-1,-1,-1
441,efek vaksin astrazeneca lumayan lebay yah bereaksi badan gw,-1,1,-1
442,kondisi kelangkaan dosis kedua vaksin astrazeneca kota kupang segera dibantu rakyat diedukasi vaksin manejemennya koq amburadul soalnya di perlu bantuan teman,-1,1,-1
443,apa vaksin astrazeneca pada nolak gitu,-1,-1,-1
444,informasikan untuk jenis vaksin digunakan mulai tanggal mei jenis vaksin astrazeneca batch ctmav untuk informasi jelasnya silakan untuk konfirmasi petugas nakes tempat proses screening vaksinasi,-1,1,1
445,mah penting udah ikhtiar aja ya masalah ga sengaja kontak otg covid serahkan kemanjuran vaksin astrazeneca wkwk,-1,-1,1
446,vaksin astrazeneca kadaluarsa akhir mei ijinnya dialihkan diperpanjang astramotor salman taufik fb,-1,-1,-1
447,efek vaksin astrazeneca beda orang alhamdulillah saya ada rasa ngantuk aja hari setelah vaksin,-1,-1,-1
448,telah berjaya mendaftar vaksin astrazeneca,1,-1,1
449,ramai yg dah slot cucuk vaksin astrazeneca,-1,1,-1
450,kalo vaksin pake astrazeneca tar gue haram gasie emang bner mangandung babi,-1,-1,-1
451,gua pengen vaksin astrazeneca takut banget kemarin abang temen gua abis vaksin mukanya bengkak,-1,-1,-1
452,mall artha gading mulai vaksin astrazeneca tahap ya,1,-1,1
453,vaksin astrazeneca efek sampingnya ngeri,-1,-1,-1
454,orang rasa tertekan harini,-1,-1,-1
455,yg udah vaksin astrazeneca gmna aja sih rasanya seudah dapet vaksin,-1,-1,-1
456,abis vaksin astrazeneca minum amer gak sih,-1,-1,-1
457,menit abis vaksin astrazeneca langsung kerasa efek samping laper banget ternyata emang jam makan siang,-1,-1,-1
458,korang klik wtc kl klik tak hantar,-1,-1,-1
459,yg jakarta tangerang vaksin astrazeneca az dimana ya hadu puyeng,-1,1,-1
460,orang orang pada takut ama vaksin astrazeneca ya ak dapet vaksin az gak knp knp tuh bisa nyari nafkah ampe skrng,-1,-1,-1
461,katanya kalo vaksin pake astrazeneca dapet motor astra indonesia sihh,1,-1,1
462,nampaknya susah untuk menempah tempat mendapatkan vaksin astrazeneca saya peminat zombie mengusulkan korang dari negeri terpilih tu tukar jadi zombie sila serang negeri terpilih sekian,-1,1,-1
463,vaksin sinovac vaksin ga joint ventur pake astrazeneca kalo joint ventur kamu sih,-1,-1,-1
464,yang semalam berjaya daftar tempahan slot janji temu vaksin astrazeneca bila buka mysejahtera tarikh masa,1,-1,1
465,dapet jalur vaksinasi pakai astrazeneca ambil gak ya,-1,-1,-1
466,abang gue kamis minggu udah vaksin puskesmas duren sawit syaratnya dateng langsung terus bawa fotokopi ktp vaksin dikasih astrazeneca gratis,1,1,1
467,jog yg abis suntik vaksin astrazeneca ga knp sekali wajar gasi,-1,-1,-1
468,jadi vaksin pagi kemarin kipi daku rasakan demam tinggi pas malam ya kepedean gak minum paracetamol udah ngerasa demam dikit alhasil gak tidur tadi pagi abis sarapan langsung minum obat jadi aman demam dikit,-1,1,-1
469,kisahlah vaksin ape tp suka hashtag astrazeneca,1,-1,1
470,alhamdulillah selesai vaksin covid tahap bersyukur bangeet lhaa ya terima kasih pak jokowi,1,1,1
471,rs pelamonia pake vaksin astrazeneca kah mks,-1,-1,-1
472,pendaftaran vaksin laris jualan pisang goreng panas,1,-1,1
473,amakuru mashya update abantu bamaze guhabwa doze ya kabiri yurukingo rwa astrazeneca barimo bayihawe uyu munsi twihanganishije imiryango abagabo imyaka kigali rubavu umugore imyaka rubavu bitabye imana,-1,-1,-1
474,eh gimana berani abis baca efek vaksin astrazeneca wkwk,1,-1,1
475,cari vaksin astrazeneca sby yg ready dmn aja yah,1,-1,1
476,vietnam meminta bantuan diplomat beberapa negara pengadaan vaksin virus korona kemarin vietnam berusaha mengamankan juta dosis diperlukan untuk menutupi populasi orang dewasa negara telah menerima dosis vaksin astrazeneca,-1,-1,-1
477,melihat tulisan astrazeneca terbesit kata familiar astra vaksin terbentuk produkproduk otomotif sparepasparepakendaraan bermotor,-1,-1,-1
478,udah divaksin sinovac blg klo mau vaksin astrazeneca ye rakus bgt,-1,-1,-1
479,gak nyangka efek vaksin astrazeneca senyata biasanya vaksin flu gak ngerasa apaapa,-1,-1,-1
480,jam setelah menerima vaksin astrazeneca satusatunya efek samping gw rasakan rasa lapar ada pusing pegal linu demam vaksin pastikan badan kondisi fit ya sampai kurang tidur kurang energi,-1,-1,-1
481,dim abis vaksin pake sinovax pakenya astrazeneca baru tau udah masuk warga jelata kaya kapan ya dapet vaksin wkwkw,-1,-1,1
482,pagi mau otw vaksin astrazeneca wml ges,1,-1,-1
483,ohya gue cerita vaksin hari gue hari vaksin covid astrazeneca awalnya divaksin kepala gue auto pusing abis cepet laper makan gue cukup lahap dan juga lemes sih badan besok update yaa yang terjadi huehehe,-1,-1,-1
484,pemerintah baru mendatangkan vaksin covid terbaru bandara soekarnohatta selamat datang vaksin astrazeneca indonesia,1,1,1
485,suruh awal vaksin pake sinovac gak giliran instruksi berangkat trnyata pake astrazeneca yaa intropeksilah manusia cenderung suka nyalahin terutama panitia lha cuma sesuai intruksi kok,-1,-1,-1
486,rezeki vaksin belakangan adikku dapet astrazeneca kemarin emoh rame dimarahin sak keluarga langsung ngibrit rs dapetnya astrazeneca klan sinovac iri,1,-1,1
487,terbuat apa vaksin astrazeneca,-1,-1,-1
488,tahniah kk berjaya vaksin datang waktu yang ditetapkan tidak membuat orang menunggu,1,-1,1
489,itu kepala badan pengawas obat makanan bpom penny lukito memastikan bpom siap menjamin kualitas vaksin astrazeneca pemerintah jepang dapat digunakan masyarakat,1,1,1
490,mbok yg tau gak tmpt vaksin yg astrazeneca nya dmn sm biaya vaksin sekitan,-1,-1,-1
491,kabar terbaru indonesia kembali kedatangan vaksin covid astrazeneca bandara soekarno hatta tangerang selasa vaksin didapatkan secara gratis jalur multilateral covax facility,1,1,1
492,gokil jg ye efek samping vaksin astrazeneca badan gua wkwk,1,-1,1
493,indonesia kembali mendapatkan vaksin covid asal astrazeneca jalur multilateral covax facility dosis vaksin,1,-1,-1
494,adakah tau lokasi vaksinasi covid padang menggunakan vaksin astrazeneca,-1,1,1
495,jadi yg habis vaksin astrazeneca macemmacem efeknya demam pegel linu sampe pusing suamik kebagian linunya ya semoga besok udah fit,-1,1,-1
496,melewati jam pasca vaksin astrazeneca perlahan menghilang ini demam pusingnya demam ilang duluan sih sebenernya bismillah,-1,-1,-1
497,tahniah berjaya mendapatkan vaksin pfizer astrazeneca sinovac sinopal sila datang pusat vaksinasi bahenol segera,1,1,1
498,kisahlah vaksin sinovac astrazeneca peefaizer yang penting vaksin,1,1,1
499,sulit mencari vaksinasi astrazeneca jawa tengah fyuh,-1,-1,-1
500,pemerintah menandatangani kontrak pembelian juta dosis vaksin pfizer harapannya bulan bisa dimulai tahun juga pemerintah mengumumkan kontrak juta dosis vaksin astrazeneca bumn farmasi indofarma mengklaim teken kontrak juta dosis vaksin novavax,1,1,1
501,vaksin astrazeneca dmn ya,-1,-1,-1
502,masih mikir vaksin engga mending astrazeneca sinovac yg penting skrng harus vaksin disertai penyakit bawaan yg perlu diperhatikan ga bakal vaksin kalo screening gak lulus,-1,-1,-1
503,sabtu juni jam wib vaksin astrazeneca jam wib tidak merasakan efek samping apa,-1,-1,-1
504,mui mengeluarkan fatwa yg membolehkan penggunaan vaksin astrazeneca,-1,-1,-1
505,permohonan fasa dua suntikan vaksin astrazeneca untuk warga emas dibuka mulai mei khairy,1,-1,1
506,pengen cerita pasca vaksin astrazeneca kayak orang baru vaksin kemarin kurang jam setelahnya gak keluhan kecuali nyeri dibagian suntikan,-1,-1,-1
507,vaksin astrazeneca aja halal kapan,1,1,1
508,jadi aku habis vaksin astrazeneca jam pagi dgn kondisi badan yg fit usahakan klo vaksin makan ya trus pas selesai vaksin diam nunggu reaksi kebetulan gk reaksi aku pulang trus makan krn laper trus sampek siang udah makan kali,-1,-1,-1
509,barusan divaksin vaksin aku pilih astrazeneca,-1,1,-1
510,bpom memutuskan untuk menunda implementasi vaksin astrazeneca indonesia,-1,1,-1
511,mendapat berita baik penamatan tajuddin rahman pengerusi prasarana hari harap esok umumkan penamatan kontrak syarikat mengendalikan proses pendaftaran vaksin astrazeneca hari,1,1,1
512,kemaren habis vaksin astrazeneca sumpah efek nya ampe ku susah tidur buat kesehatan oke dari yg lemes sampe barusan muntah efek ku rasa,-1,1,-1
513,harus dua vaksin sinovac astrazeneca kalo sinovac efektif harus pakai astrazeneca efek sampingnya banyakk banget ariel noah aja vaksin pake sinovac gw ogah kalo mesti vaksin pake astrazeneca,-1,-1,-1
514,hari kedua vaksin astrazeneca tidak efek ngilu bagian suntikan badan fit suhu tubuh normal hanya laper setelah selesai vaksin,-1,-1,-1
515,india merekodkan ribu jangkitan baru covid kematian tempoh jam adalah rekod jangkitan tertinggi seluruh dunia pandemik diisytiharkan lebih setahun lepas india pengeluar vaksin astrazeneca,-1,-1,-1
516,bersukur hari apa terima kasih vaksin ku astrazeneca,1,1,1
517,saran mending kaloo vaksin pilih sinovac aja ya yang astrazeneca,-1,-1,1
518,cah minta tolong isiin surveyku yang vaksin astrazeneca datanya kurang,-1,-1,-1
519,vaksin astrazeneca utas hari senin juni kemarin saya vaksin astrazeneca puskesmas jam siang giliran vaksin vaksin ada efek kecuali laper udah waktunya makan siang,-1,-1,-1
520,saat saya sarankan temanteman yg baru vaksin sebaiknya memakai vaksin astrazeneca sama kita tau astra mudah ditemui dimana bukan bergerak bidang vaksin juga suku cadang properti pembiayaan kredit,1,1,1
521,yg mudik dikasih vaksin gratis astrazeneca aja,1,1,1
522,semalem mimpi aneh mimpi divaksin covid jenis astrazeneca nyampe perawatnya langsung lari kabur ketakutan,-1,-1,-1
523,pemerintah menghentikan distribusi penggunaan vaksin astrazeneca batch ctmav,-1,-1,-1
524,vaksin astrazeneca nyiksa banget yaallah,1,1,1
525,pendaftaran vaksin jelas menunjukkan menteri rakyat seperti pengemis,-1,-1,1
526,syukur vaksin keluaran astrazeneca halal,1,1,1
527,keberkesanan vaksin astrazeneca rendah varian,-1,1,-1
528,besok vaksin astrazeneca smoga baik aja deadline byk bgt hh,1,-1,1
529,alhamdulillah ibu dapat daftarkan utk vaksin astrazeneca dlm senarai menunggu,1,1,1
530,vaksin astrazeneca menyebabkan darah beku tersumbat menyebabkan stroke heaattack sebagainya ema,-1,-1,-1
531,hari yll vaksin pake astrazeneca rekan dan mayoritas cerita klo mengalami kipi sampe lemes saya merasa bersalah vaksin lgsg lari pagi,-1,-1,-1
532,concern gue sebenernya mau vaksin kerjaan dapetnya vaksin astrazeneca vaksin sinovac gabisa milih gatau dapetnya,-1,-1,-1
533,janji temu vaksin astrazeneca pusingan kedua sedang diberikan akan terima notifikasi mysejahtera sms masa terdekat untuk pengesahan janji temu,1,1,1
534,benci perbuatan dari ras benci ras china pake sinovac sinopharm benci ras yahudi pake moderna pfizer pilihan ini tinggal astrazeneca rawan kasus pembekuan darah,-1,-1,-1
535,buset orang yang cancel jadwal vaksin mereka tau kalo dikasih astrazeneca,-1,-1,-1
536,ada yg bantu jawabkalau pernah vaksin sinovac kira daftar untuk vaksin astrazenecaatau yg ga yajangka waktu lama ya dr vaksin pertama,-1,-1,-1
537,kr yg divaksin dr kantor vaksinnya pake astrazeneca usianya tahun ada ngerasanya vaksin kaya gimn soalnya baca yg vaksin astra bikin demam dll,-1,-1,-1
538,ramai story dah vaksin astrazeneca,-1,-1,1
539,gila sih covid ga karuan kalo vaksin gua pen vaksin dah yg astrazeneca,-1,-1,-1
540,ga sabar vaksin dosis bareng astrazeneca gang,1,1,1
541,lockdown semakin menyengsarakan rakyat kenapa takut corona imun daya tahan tubuh yang di upgrade dulunya emang ketakutan berlebihan yang bikin cepat mati sinovac pilih aja salah satunya,-1,-1,-1
542,paska vaksinasi astrazeneca aga demam mutusin tidur sore pules bangun kirain dah pagi ga taunya baru jam tidur mutusin bangun baca novel baca bab liat jam baru beranjak menit klo kata lu disuntik pym particle kali jadi waktunya melambat,-1,-1,-1
543,semoga allah permudahkan urusan mendaftar vaksin astrazeneca besok semoga slot aminn,1,1,1
544,insyaallah besok vaksin covid ke di mapolda jabar pakenya kata sudahsudah efeknya mirip gejala tipes beda dgn sinovac kekebalan az mencapai dibandingkan sin yg,-1,-1,-1
545,bagusan vaksin sinovac astrazeneca sih,1,-1,1
546,dua bulan satu minggu vaksin astrazeneca mulai timbul gejala rasa disayang kamu,-1,1,-1
547,wal yang tau vaksin astrazeneca bjm dimana,-1,1,-1
548,vaksin bagus sinovac astrazeneca,1,1,1
549,gue jadi vaksin gimana magi iya astra gue baru jawab magi astraaby osque gue astrazeneca lo kira genshin,-1,-1,-1
550,adakah berjaya untuk menempah slot janji temu vaksin astrazeneca sebentar,-1,1,1
551,hari bakal jatah vaksin astrazeneca bismillah,-1,-1,1
552,yang vaksin astrazeneca jadi gimana,-1,-1,-1
553,ternyata gue vaksin astrazeneca sinovac,1,-1,-1
554,abis vaksin kentut gua knp bau banget wey kentut gua ga bau kecuali nyerempet tai gilak ya astrazeneca ga bikin berasa tipes,-1,-1,-1
555,dah dapet jadwal vaksin astrazeneca moga ga parah efek sampingnya,-1,-1,1
556,perdana menteri inggris boris johnson mengatakan segera disuntik vaksin oxfordastrazeneca,1,-1,1
557,lepas daftar vaksin rasa happy dapat dekan yang lepas daftar rasa menyesal repeat paper,-1,-1,-1
558,ngeri banget denger efek vaksin astrazeneca yg dialami orang orang huee bersyukur ak dapet vaksin dan ga efek apapun,-1,-1,-1
559,tementemen yg jakarta timur sekitarnya mau vaksin dtg aja rs cijantung seninsabtu syaratnya bawa ktp doang ktp aja vaksinnya astrazeneca ya,-1,-1,1
560,serius nanya vaksin astrazeneca emang mengandung babi,-1,-1,-1
561,ada orang cerita konspirasi israel hack sistem vaksin,-1,-1,-1
562,melalui perundingan yg panjang sidone egy ulangtahun kado vaksin astrazeneca,1,-1,1
563,sumpah baca vaksin astrazeneca jadi parno banget alhamdullilah gadapet gejala setelah vaksin senin kemarin takut aja kalo tiba jadi gitu,-1,-1,-1
564,dips yg vaksin rs bhayangkara jenis vaksinnya ya klo udh yg sinovac astrazeneca,-1,1,-1
565,awal gamau vaksin karna pakenya dosis astrazeneca disuruh coba dan tepar kan,-1,1,-1
566,dips jenis vaksin covax nggak si kebanyakan pake sinovacastrazeneca ya,-1,-1,-1
567,tanggal juni kemarin abis divaksin astrazeneca lewat rs st corolus jam vaksin alhamdulillah ndak efek negatif kcuali laper,-1,-1,-1
568,yang sis dah terlepas yaa dari terlepas daftar vaksin astrazeneca,-1,-1,1
569,aneh fatwa haram vaksin astrazeneca parameternya katanya melibatkan tripsin babi tripsin kandungan alat untuk memisahkan sel virus inang jadi tripsin bukan unsur pembentuk zatnya,-1,-1,-1
570,menerima vaksin astrazeneca tahap pertama covax facility juta dosis vaksin jadi,1,1,1
571,udah vaksin sinovac vaksin astrazeneca bole ga si,-1,-1,-1
572,sinovac vs astrazeneca gw vs suami sinovac efeknya ngantuk semua gw tanya mempunyai efek ngantuk tertahan bbrp demam gatal jarak vaksin minggu vaksin lebih sakit,-1,-1,-1
573,abis vaksin astrazeneca gak kerasa apaapa efek sampingnya baru kerasa tengah malam haus berlebihan meriang panas tinggi tangan ngilu bekas suntikan kepala pusing yang ngalamin yg,-1,-1,-1
574,pagi habis vaksin astrazeneca deket kantor nunggunya jam vaksin gak sampe semenit jam keliatan efeknya,-1,-1,-1
575,gas vaksin sinovac atau tunggu th biar vaksin astrazeneca ya,-1,-1,1
576,ruratangira kwakira inkingo za muri iki cyumweru cyatangiye kuri uyu wa mbere tariki ya hazatangwa inkingo miliyoni zakingira abaturage,-1,-1,-1
577,bingung vaksinasi gak vaksin kemungkinan gak keluar jogja vaksin jogja balangan ada astrazeneca jadi kayak maju kena mundur kena serba salah,-1,-1,-1
578,kadinkes daerah nz gamau ngasih astrazeneca katanya yg kalo kena covid kemungkinan gaakan mati tp kalo vaksin astra mati,-1,-1,-1
579,hari vaksin astrazeneca tidur enak badan seger banget hidup kembali,1,1,1
580,done vaksin sesiapa pakai android bluetooth dgn,-1,-1,-1
581,lantak yah vaksin biaar mati,-1,-1,-1
582,tempahan slot vaksin astrazeneca semua peringkat umur tahun atas mula dibuka bermula mei rabu jam tengah hari ppv az sama yang diumumkan ini,-1,-1,-1
583,cerita pengalaman abis vaksin kemarin jadi abis vaksin astrazeneca hari demam tinggi sakit kepala badan berasa cape kaya abis olahraga pemanasan tangan bekas suntikan nyeri sampe muntah kali efek demam,-1,-1,-1
584,inggris menemukan kasus pembekuan darah terkait vaksin astrazeneca,-1,-1,-1
585,vaksin covid yg sdh indonesia punya sinovac astrazeneca sinopharm moderna baru dtg banget,1,1,1
586,ada survei kipi vaksin astrazeneca jakartaindonesia gue baca hasil surveinya dari luar negeri,-1,-1,-1
587,jokowi menghargai penerimaan kiai segera menginstruksikan menteri kesehatan untuk mendistribusikan vaksin astrazeneca jawa timur provinsiprovinsi yang membutuhkan vaksinasi bertujuan untuk menjaga jiwa keselamatan rakyat pandemi,1,1,1
588,update vaksin astrazeneca badan uda mulai membaik semalem menggigil demam pegel dida rah suntikan masi kerasa,-1,-1,-1
589,hampa dah daftar jadi sukarelawan vaksin terutama yg baru tu astrazeneca tu hampa kena terima side effect nama volunteer mcm org volunteer pi perang hidup mati tangan allah,-1,-1,-1
590,kira jam efek vaksin astrazeneca muncul penyuntikan dr jm blom yg aneh soalnya,-1,-1,-1
591,gua abis vaksin astrazeneca malemnya demam ama sakit kepala kacau banget sih untung pas libur gua vaksin,-1,-1,-1
592,baru menonton wawancara cnn dokter dirga acara mengatakan resiko pembekuan darah akibat mendapatkan vaksin astrazeneca terjadi usia muda usia tahun usia tua terutama di atas tahun resiko,-1,-1,-1
593,bedanya vaksin sinovac astrazeneca ya,-1,-1,1
594,yg kenal lagi kena diabetes terus dapet vaksin astrazeneca efek samping yg serius ga divaksin,-1,-1,-1
595,ek sesi battle esok bookworm sibuk battle buku baru kpop army sibuk battle bts meal tau nama battle vaksin astrazeneca hrbln sesi battle besarbesaran nampaknya,-1,-1,-1
596,majelis ulama indonesia mui mengeluarkan fatwa nomor tahun hukum penggunaan vaksin astrazeneca memiliki kandungan haram dalam fatwa dijelaskan penggunaan vaksin produk astrazeneca saat hukumnya dibolehkan mubah,-1,-1,-1
597,ini pemerintah terus mensosialisasikan masyarakat kemampuan vaksin astrazeneca adalah untuk membentuk kekebalan tubuh suatu penyakit seperti covid,-1,1,1
598,usishangae kusikia mtu ameiba corona vaccine ameficha kwake nyumbani,1,-1,-1
599,anda daftar vaksin,-1,1,1
600,yaman menerima vaksin covid pertamanyaseminggu pemerintah yg diakui secara internasional negara yg dilanda perang mengumumkan keadaan darurat kesehatan sbg akibat gelombang pandemi dosis vaksin astrazeneca tiba pesawat aden,-1,1,-1
601,kalo vaksin milih gak ya ada yg astrazeneca sinovac tuh milih gak ya,-1,-1,-1
602,rame antivaksin karna heboh astrazeneca sempet ditarik anyway kata bpom aman ok mau ngomongin astrazeneca sih cm risih aja denger org lgsg blg gamau vaksin karna takut efek samping resikonya lgsg bikin teori aneh bin ajaib ngehasut orang,-1,-1,-1
603,pagi sudah bertemu mui jawa timur para kiai provinsi jawa timur mengenai vaksin astrazeneca,1,-1,1
604,cuma gue gak ngerasain efek abis vaksin astrazeneca kok gue aja,-1,-1,-1
605,vaksin emg gtu ya gais reaksinya demam linu meriang sakit kepala akral dingin subhanallah,-1,-1,-1
606,australia kemarin melaporkan kematian pertama kasus pembekuan darah penerima vaksin covid astrazeneca kelompok penyelidik keamanan vaksin australia vsig menyimpulkan kematian perempuan tahun kemungkinan terkait vaksin astrazeneca yg baru diterimanya,-1,1,-1
607,mo tanya temanteman muslim kita sebaiknya menghindari penyuntikkan vaksin astrazeneca soalnya kabar mengenai tripsin babi ada dalam vaksin,-1,-1,-1
608,jarak vaksin pertama kedua astrazeneca lumayan jauh minggu bulan ape agak males nunggunya lho,-1,1,-1
609,update hari pasca vaksin astrazeneca demam udah turun udah ketawa tp mandi mata natap layar laptop masing bikin kepala muter yok yok fauzi sembuh kita dopping pakai vitc susu bear brand makan dan kebahagiaan,1,-1,1
610,hari akhirnya ngerasain divaksin pk astrazeneca awal cm pegel doang eh bangun tidur tambah meriang ky awal dl kena covid semoga habis antibody bs berkalikali lipat menangkal virus jahat ga ono covid maneh jancuk,-1,-1,-1
611,ki lo iru awa pelu astrazeneca covid vaccine,-1,-1,-1
612,pemerintah ri waspada vaksin astrazeneca yg ditemukan memicu penggumpalan dikepala ditemukan pemerintahan denmark sumber berita,-1,-1,-1
613,hari vaksen dapet double prank awalnya aplikasi jaki dpt tempat sd wijaya kusuma udh ngegojek sampe sepi terntyata dipindah puskesmas grogol udh sampe tmpt vaksin awalnya jaki tertulis dpt astrazeneca pas di coblos sinovac ya mbak,-1,-1,-1
614,kira bulan vaksin astrazeneca ada gak ya,-1,-1,-1
615,saya pengen disuntik vaksin sinovac ketimbang astrazeneca yaudah diterima disyukuri,1,-1,1
616,ga bohong cerita ngalamin aterpapar covid barusan tes antigen reaktif ga demam batuk dikit ke otg sih dia divaksin bareng gw sekeluarga bulan yep astrazeneca vaksin melindungi gejala berat bener,-1,-1,-1
617,jog vaksin astrazeneca aman gak sih soalnya blm vaksin nih,-1,1,1
618,emang si ya guys skrng tuh vaksin astrazeneca covid menjadi harapan untuk upaya menekan penyebaran covid masyarakat diminta untuk yakin,1,1,1
619,efek umum divaksin pfizer sinovac sinopharm ga efek moderna efek meriang dosis kedua astrazeneca parah kali vaksin meriang,-1,-1,-1
620,guys yg udah vaksin vaksin sinovac astrazeneca,-1,1,1
621,bikin inggris buatan inggris untuk kirim negara suntik dengan suntik mati punahkan manusia di dunia kiamat,-1,-1,-1
622,ga paham orang anti bgt vaksin nusantara yg dilemparkan acan publik menerima vaksin astrazeneca dg lapang dada walo kasus kematian haha antivaxxer parsial,-1,-1,-1
623,percakapan anak muda irlandia carlos km gak jadi pacarku zainab syaratnya carlos emang zainab vaksin minimal dosis satu carlos sudah vaksin zainab pakai vaksin carlos sinovac zainab maaf nyari astrazeneca,-1,-1,-1
624,vaksin kimia farma beda punya sinopharm kalo gak bayar yauda pake yg gratis sinovacastrazeneca,1,1,1
625,european medicines agency uni eropa memberikan rekomendasi penggunaan vaksin covid garapan astrazeneca universitas oxford orang atas usia tahun keputusan vaksin astrazeneca jadi vaksin ketiga diizinkan digunakan eropa,1,1,1
626,dilihat dr masalah bisnis semata lihatlah sbg kemanusiaan hentikan vaksin astrazeneca ada korban berikutnya kami kelinci percobaan yg siap tumbal utk pundi kekayaan saudara,-1,1,-1
627,vaksin astrazeneca mantap banget,1,1,1
628,vaksin oxfordastrazeneca inggris untuk dosis pemakaian vaksin kali dlm jangka waktu minggu untuk usia th efek samping yg ditimbulkan nyeri otot kemerahan gatal bengkakbenjol tempat suntikan demam lelah menggigil sakit kepala mual muntah,-1,1,-1
629,bingung vaksin sinovac astrazeneca sinovac kampus astrazeneca khusus dki tp udah daftar harus surat domisili surat kerja hm domisili mana kerja blm lebih milih astrazeneca,-1,-1,-1
630,temen gue si vaksin hari dapet astrazeneca ga kena efek kayak gue hidupnya ini udah cukup keras ya ga gitu maria,-1,-1,-1
631,paseypa kena daftar vaksin astrazeneca tu,-1,-1,-1
632,dah solat zohor pastu doa tolong slot untuk vaksin,1,1,1
633,terkini pendaftaran pusingan kedua tempahan pengambilan vaksin astrazeneca secara sukarela untuk individu bawah tahun dibuka tengahari mei ppv kl selangor pulau pinang johor sarawak,-1,1,-1
634,gw giniin ama temen gue bang lu vaksin gw iya minggu baru dosis sih astrazeneca jadi minggu lg baru dosis sdkt bangga menjelaskan yah berarti goyang pendirian lu gw kasih senyum dlm hati pgn debat tp ntar norak,1,-1,-1
635,terserah ribut gunakan sinovac astrazeneca vaksin nusantara penting ekonomi tumbuh persen pembangunan ibu kota baru jalan terus titah raja,1,1,1
636,vaksin astrazeneca alat intervensi kesehatan masyarakat saat pandemi sangat dibutuhkan penyakit berbahaya kesehatan gejala terinfeksi covid sangat minim pasien menyadari terinfeksi,-1,1,-1
637,perdebatan ttg vaksin astrazeneca disudahi halal aman,1,1,1
638,jkjav setuju suntikan dos kedua vaksin covid astrazeneca dipercepatkan minggu minggu khairy,1,1,1
639,jumat juni vaksin astrazeneca st shot wib kerasa pegal di bagian lengan yg disuntik lengan kiri lasts mins wib mulai kerasa ngantuk,-1,-1,-1
640,vaksinasi menggunakan vaksin astrazeneca niy diutamakan para lansia pedagang pasar tradisional tokoh agama jga bagian dri pelayanan publik,1,-1,1
641,lepas hari dah tarikh vaksin az,-1,-1,-1
642,posting inhaler astrazeneca ig stories pada ngira vaksin,-1,-1,-1
643,letak nama anak astrazeneca dapat vaksin awal,-1,1,-1
644,studi kasus keluarga besar gw batam divaksin sinovac pada kena covid kontak orang covidan omamptante divaksin astrazeneca tinggal serumah pasien covid kakek kebal covid pas keluarga besar swab berdua aman,-1,1,-1
