,tweet,bert_predict,lstm_predict,bert_lstm_predict
477,aduduh sih jam tayang covid disamain kaya jam tayang terorisme mulai booming pengumuman kelulusan sekolah terus berakhirnya ujian mid semester mundurin dikit pasca mid semester bikin planning jalan gagal teroo,-1,-1,-1
478,gagal vaksin pas meja skrining nakesnya diskusi apakah vaksin vaksin tt krn ak blm minggu dr vaksin tt dah ada dokter yg bilang gapapa aman balik ke berani ngga ya berani wkwk,-1,1,-1
479,pgn bikin jajan tp mama gagal vaksin gegara deabet naik gagal deh wkwkwk,-1,1,-1
480,adek gue gagal vaksin hari gara tensinya tinggi,-1,1,-1
481,vaksin gratis untuk pemudik balik via jalur darat gila kali ya masyarakat patuh mudik tahun diberi reward berupa vaksin gratis oh ya si pengusul orang gagal kendalikan harga tiket pesawat dia salah satu alasan golput,-1,1,-1
482,ontheway pantai gagal corona bangsat,-1,-1,-1
483,indonesia jumlah pasien covid yg melonjak jumlah nasabah gagal bayar asuransi bertambah,-1,-1,-1
484,pembahasan hari covid indonesia yg bukan edukasi kewaspadaan aman malah berisi gembar gembor ketakutan kepanikan dampak terbesar kematian manusia mematikan kemanusiaan,-1,-1,-1
485,vaksin gagal garagara bentrok kerjaan mulu,-1,1,-1
486,vaksin sars mers ebola gak karena plandemi gagal coba kalo spread kayak covid wkwkwk bodo ne meneh indon tuku vaksin akeh astra moderna sinovac kabeh dituku,-1,-1,-1
487,buakakka gagal vaksin emg gak jodoh kali ye,-1,-1,-1
488,gagal vaksin gara ngomong pilek,-1,1,-1
489,tuh diinfus gagal kali nggak kerasa sakit vaksin kok pegelnya sampe leher sampe kepala tangan kiriku bro kemeng sak pole,-1,-1,-1
490,mending lu suka gue buruan confe deh keburu gue suntik vaksin eh gagal,-1,-1,-1
491,nomor satu dunia artinya indonesia gagal mengantisipasi wabah pandemi covid akui karena corona yg membuktikan jamgan membodohi membohongi sendiri segala pembelaan,-1,1,-1
492,musti risau sakit akibat vaksin jauh sedikit sehat vaksin aman halal vs musti risau yang sehat kembali sehat jauh banyak yang sakit mati akibat virus virus mematikan,-1,-1,-1
493,udh tensi darah ternyetong gagal vaksin lg coba lg bsk,-1,1,-1
494,alasan ikut vaksin karna pengen dapet sertifikat vaksin bagus soalnya tp udah kali gagal vaksin trs,-1,1,-1
495,yg gw liat lapangan lumayan yg gagal vaksin darah tinggi gulanya tinggi semoga vaksin yg dipakai untuk,-1,1,-1
496,mau holide sllu gagal sllu gagal yg sllunya disebabkan corona melonjak,-1,1,-1
497,gara gara corona dirumah terus berat badan naik anj gagal bodygoals,-1,-1,-1
498,iya vaksinasi indonesia gagal tercatat bbrp kasus baru covid adl orang yg sdh mendapatkan vaksin anehnya pemerintah sibuk urusan tiga periode masa jabatan presiden ga terlihat upaya yg serius utk meredam covid,-1,1,-1
499,krn ct ngedrop smua disuruh minumin iya corona kaga gagal ginjal langsung,-1,-1,-1
500,alhamdulillah nyokap udah vaksin sempet gagal vaksin krn darting moga vaksin yg kedua tekanan darahnya normal,1,1,1
501,tahukah vaksin awal mereka anjurkan gagal mempengaruhi rakyat mereka mengatas namakan vaksin merahputih alias vaksin nusantara masyarakat mau divaksin,-1,-1,-1
502,alamat gagal vaksin,-1,1,-1
503,rasa syukur rasa sesal selesai hubungan jadi gagal nikah covid menyerang kehilangan penghasilan kudu survive ada harapan dunia membaik,1,-1,-1
504,libur corona bulan jt bln jt kd rugi rasaan bnyk belanja pas rmh,-1,1,-1
505,gak gagal vaksin untuk kedua kalinya pas rekam medis dinyatakan punya darah tinggi spontan uhuy menjelaskan secara lembut dok tidak marahmarah,-1,1,-1
506,luar mgkn yg blg covid adlh konspirasi sy termasuk yg percaya virus bs mematikan baik secara lsg ga lsg sy dokter tp sy punya sahabat yg org terdekatnya meninggal dgn status positif covid jaga org yg kita cintai ya god ble,-1,-1,-1
507,ribet bgt jadi warga indonesia gagal kerja gara blm vaksin,-1,1,-1
508,covid tdk mematikan yg mematikan di tinggal pas sayangsayange ndelalah pas rakduwe duit kui koid,-1,-1,-1
509,vaksin gagal mulu gausah vaksin aja gtu,-1,-1,-1
510,ada apapun didunia yg membuat orang percaya tidak termasuk covid saya yakin percaya cobid ada disekitaran nkitamakanya ayo terapkan prokes diaktipitas mudahan terhindar virus mematikan salam sehat,1,1,1
511,gagal urus covid pon blh naik pangkat,-1,1,-1
512,sumpah covid ada guys sepupu sempet gagal napas ini yang gila ga maskeran tolong bikin orang sengsara tolong,-1,-1,-1
513,tiket pcr sertifikat vaksin auto gagal terbang,-1,-1,-1
514,kayanya karma kmrn baca au coret deh jadi gagal vaksin,-1,1,-1
515,cepat lambat masyarakat berkata baik mati corona mati pelan pelan aturan aturan pemerintahan yg gagal kaya teriak prokes miskin teriak lapar,-1,-1,-1
516,udah deh baubaunya engga jadi gagal udah gagal corona kayak anj ah elah ngomong kasar,-1,-1,-1
517,inal vaksin yang deg degan umpama ditensi mungkin gagal,-1,-1,-1
518,untuk mematuhi sop gagal amalkan penjarakan sosial gagal untul tiada keperluan rakyat takut tapi takut kena kompaun,-1,-1,-1
519,rugi banget kayaknya ngasih cuti hari setahun sampe buat isu covid varian baru hahahaha terdrama emang indonesia ckck,-1,1,-1
520,harus positif covid sih gagal ikut tes,-1,-1,-1
521,ppkm hanya memutus rantai penyebaran virus covid juga mematikan rantai pencaharian rezeki rakyat,-1,-1,-1
522,tahun menkes terawan gagal atasi covid dipaksa mundur sampe kursi kosong tahun setahun berselang covid naikmenkesnya ga goyang flashback aja,-1,-1,-1
523,mentri india pecat karna gagal nanganin covid perdana mentri jepang pecat karna gagal nanganin covid mentri korut hukum mati karna ga becus nanganin covid indonesia mentri gagal nanganin covid telpon kali sehari,-1,-1,-1
524,butuh liburan jauh daya corona mengalahkan sgalanya trip gagal,-1,1,-1
525,jaman pandemi akui menjadikan orang gagal fokus waktu praktikan saya ada yg tanya kak iqbal cara numbuhin akar yg cepet pake ya aku baca berita meledaknya covid jadi kubalas oh iya dek pake rapid test ya pdhl rapid root,-1,1,-1
526,dr kmren ngealter terus gak aktif akun ya gimana males bgt isinya org setupit bilang kalo corona gada negara udh gapake masker vaksin mematikan dll hadeh muak,-1,-1,-1
527,kemarin waktu sempet diet kemarin gagal porsi makan jadi karena udah kebiasaan vaksin kemarin efek samping gue jadi laper terus kayanya mengembalikan nafsu makan gue sebelumnya jshsg skrg ketemu enak jadi nambah tr,-1,1,-1
528,plis ya yg bikin sertifikat vaksin palsu lo knp sih kotor bgt mainnya orang sehat orang balik idup normal lo bisanya gt bikin sertifikat palsu cuman nipu org tuh ya ngapainn lo ga sadar merugikan org lo,-1,-1,-1
529,luhut gagal gelombang pertama dia sihbyang mimpin ancaman gelombang kedua,-1,1,-1
530,ayoklah masa iya tidak vaksin rugi banget tauk,-1,-1,-1
531,yang menakutkan mematikan dibandingkan virus covid hilangnya rasa kemanusiaan,-1,-1,-1
532,moga juli gagal lg utk vaksin rek,-1,-1,-1
533,perlu tuding jari gagal semua gagal gagal membendung penularan covid,-1,1,-1
534,kasian deh masyarakat indonesia kibulin terus presiden gagal ehh untung covid jd terselamatkan tersembunyikan deh gagalannyaup,-1,1,-1
535,libur corona rb rugi anj,-1,-1,-1
536,libur corona hari rb asu rugi,-1,-1,-1
537,vaksin semalam harini gagal bangun,-1,-1,-1
538,dasar manusia nguruin covid doang merugikan sendiri gk concern perubahan signifikan cuaca musim kemarau hujan terus lebih penting,-1,-1,-1
539,kata cukup perlu diterapkan hidup tidak merasa kurang sampai melakukan tindakan merugikan orang contohnya penyalahgunaan test covid,-1,-1,-1
540,yg bikin tweet setuju manusia gagal logika cacat akal apapun kebijakan pemerintah siapapun presidennya tetap salah diotak ntar mereka ini kena covid ga usah diurusi ga menuhi rumah sakit,-1,-1,-1
541,lagi sedih banget deh beresiko gagal magang garagara covid yaudah ntar sore update au aja biar gak sedih,-1,-1,-1
542,libur covid gt hari uang jajan hari gt rugi bandar asuu,-1,1,-1
543,vaksin aja ya lempar sini sih gagal vaksin,-1,-1,-1
544,covid baru setahun vaksinnya ada tahun lalujadi gagal paham,-1,1,-1
545,astagfirullah aku dibilang mematikan pariwisata di mah ga covid,-1,-1,-1
546,udah siap bandung tautau covid membludak semua planning gagal,-1,1,-1
547,baru kmren bilang negara yg politisasi pandemi jauh lbh rugi hri lihat kabar vaksin udh mulai diperjualbelikan klo rang politik caper bgt tuh ngeborong trs bikin acara vaksinasi gratis atas nama blabla dr kader partai blabla,-1,-1,-1
548,kayanya kalo bener vaksin ditanemin chip sm bill gates rugi nemen bill gates ngeluarin duit nanem chip badan manusia koplo kek gini,-1,-1,-1
549,temen nakes ku yg awalnya udh mulai males ngeladenin orang denial masalah covid skrg udh speakup bener di tindak bgt yg denial lebih percaya teori konspirasi tai kucai kubilang begini merugikan,-1,-1,-1
550,gagal pulang kalo naik kereta ada sertifikat vaksin,-1,1,-1
551,rugi tokgi tanya pegawai situ vaksin doh kalu dok bulih cucuk terus,-1,-1,-1
552,dikira hari bakal gagal vaksin gara gara tensi untungnya hm,-1,1,-1
553,corona membludak ya gatau si pemerintah menurut ku gagal sosialisasi nya ditambah ada aja kasusnya korupsi bansos terus lima parma juga orang jadi sebel atuh ya allah fokus berjuang ada aja tingkahnya astaghfirullah,-1,-1,-1
554,covid jarene ganas mematikan selama iki mesti korban mati ndek rs horong tau ero seng mati ndek omah ta ng sawah ta pas ngarit,-1,-1,-1
555,sih china beban dunia bgt sih kmrn corona skrg rocket gagal mendarat bulan balik ke bumi yelah pgn ngerasain lebaran dgn tenang nih,-1,1,-1
556,lebaran tahun ga merasa kemenangan nya ngerasa gagal ibadah maksimal palestin diserang corona berlaku pandemi masih ngegantungin perasaan doi,-1,-1,-1
557,kmrn dpt kabar pakdhe kena covid hari dpt kabar kerabat yg serumah sm tante ponakan th yg covid meninggal gagal nafas innalillahiwa innailaihi raajiun nyesek,-1,-1,-1
558,kesel bgt ga sieh corona wishlist gue gagal totalin dia,-1,-1,-1
559,setelah berkalikali gagal daftar vaksin via jaki dapet jadwal puskesmas deket rumah,-1,1,-1
560,gagal brgkt ini kalo covid jkt meningkat,-1,1,-1
561,sarapan tongkol membuatmu positif covid via tes genose gaes klo tes swab langsung negatif asuu rugi ewu,-1,-1,-1
562,rupa banyak negara berjaya kawal covid gagal,1,1,-1
563,gua punya usul bikin pandemi kita turun drastis dengan mempercepat pemilu jadi tahun bulan januari covid bakal turun varian mematikan tbtb ilang aja,-1,1,-1
564,covid selain mematikan manusia mematikan kemanusiaan om ded,-1,-1,-1
565,covid mematikan rasa kemanusiaan sebagian orang,-1,-1,-1
566,jelas awal gagal mengendalikan covid hanya hutang menggunung oligarki korupsi menggila pelanggaran ham ada yang mendukung stupid,-1,-1,-1
567,adik gw abis ngantri vaksin apartment nya terus gabisa vaksin karna ktp jkt ga punya surat domisili setalah setengah jam nunggu terus ngomong ya udah mba gak usah vaksin aja kalo covid yg rugi gak sendiri mungkin aja keluraga mba,-1,-1,-1
568,gagal vaksin gara tenggorokan gatel berdahak karena besok ppkm baru buka tanggal juancok,-1,-1,-1
569,gagal vaksin gara kuota habis kalah gercep orang ujung nya mesti bikin surat keterangan domisili nih,-1,-1,-1
570,percaya vaksin bising gagal daftar vaksin,-1,1,-1
571,kurang sebulan gua ultah perkara corona jd dua kali gagal dirayain pake balon besarbpdhl doang yg gua ajsjsjsj ya corona nya abis,-1,-1,-1
572,gosip yg jd mematikan masa pandemi kalo sakit ke rs dicovidkan rs dapat untung banyak covid,-1,1,-1
573,apa bentangkan tiada pilihan perlu pkp lebih ketat varian afrika turut tular sokong pkp dilaksana terlambat memang perit tetapi kita telah gagal bendung penularan covid,-1,1,-1
574,udah ngumpulin duit beli tiket pp bulan gagal karna vaksin akan gagal untuk bulan karna vaksin wkwk,-1,1,1
575,covid mematikan bakat taek,-1,-1,1
576,yg punya saran ga judul pidato penyakit mematikan corona tugas uprak,-1,-1,-1
577,emang angka kematian sih yg udah mulai mengusik nuranimu enteng banget bilang angka kematian akibat covid dan siapa mati korban nakes bertambah aja gagal membuat hatimu tergugah,-1,-1,-1
578,saja mengatakan pemerintah gagal menangani penularan covid suara rakyat dapat dibohongi menurut survei lsi tingkat kepuasan masyarakat kinerja presiden menangani corona juni cukup tinggi mencapai persen,-1,1,-1
579,gagal pergi belum vaksin,-1,-1,-1
580,covid membunuh lebih mematikan sikap egoisme petinggi dalam melancarkan keinginan terus terpenuhi ppkm,-1,-1,-1
581,baik rumah hindari corona tetaplah hidup tidak berguna,-1,-1,-1
582,awalnya psbb teriak nyinyir minta dilockdown disuruh prokes teriak ga percaya kopit disuruh vaksin teriak alesannya pas ppkm teriak nyinyir lapar membunuh dll byk korban teriak pemerintah gagal pemerintah dzolim yg teriak awal ya orangnya aja,-1,-1,-1
583,dua kali liburan sekolah gw gagal covid udah pengen mabur jakarta mo dimaburin daerahnya zona merah,-1,1,-1
584,libur corona hari rugi kita bund,-1,1,-1
585,covid hanya mematikan manusia juga memastikan rasa kemanusiaan satpol pp biadab,-1,-1,-1
586,kera jaan gagal memperkenalkan mendidik masyarakat vaksin side effect kebaikan jenama tahu hari tu kata tunggu keputusan,-1,1,-1
587,habis bakalan narasi lebaran larang pemerintah gagal mengendalikan covid,-1,-1,-1
588,hari gagal vaksin wkwkwk,-1,1,-1
589,percaya pake masker jangan paksa orang untuk memakai masker yg gak percaya gak perlu memaksakan logikanya menghargai memang covid benar yg rugi juga yg ga percaya,-1,-1,1
590,semalem mimpiin sepupu jauh udah tahun gaketemu sumpah kangen banget dho jadi kepikiran terus lebaran tahun kemarin sebenernya ketemu kumpul garagara corona jadi gagal huhu sedi udah ku follow ig nya keknya gak ngeh akulupa aku,-1,-1,-1
591,gagal menekan penyebaran virus covid varian delta pemerintah memperpanjang ppkm akhir juli,-1,-1,-1
592,covid tiada koordinasi tindakan bersepadu punca gagal keluar gelombang ketiga afiezy azaman julai myt,-1,1,-1
593,mohon shoppee handle vaksin niternyata gagal mysejahtera nihampeh puik,-1,-1,-1
594,covid tuh untungin ada kalo gamau untung ya kena covid prokes nongkrong malah keluar ga maskeran gapercaya trus positive jadi lu yg rugi beli obat ya yang untung jadi untung akhirnya,1,-1,1
595,ternyata perikatan nasional kerana penularan wabak covid dapat ditangani secara berkesan pkp negara tidak berkesan bekalan vaksin tergendala beri alasan negara kaya memonopoli pasaran vaksin itu pn gagal,-1,-1,-1
596,moga besok udh vaksin sampe gagal,1,1,1
597,mulai kita harus pakai masker dobel nggak cuma masker doang harus mengingat pandemi covid varian delta delta plus covid varian delta delta plus cepat menular paling mematikan dibanding varian covid,-1,1,1
598,azalmu sampaiitu sdh takdirmubukn apa bukn mati corona penyakit lainsemua hya musabab allah yg menghidupkn mematikan manusia,-1,-1,-1
599,gue capek pengen ikut ukm aja ga dibolehin belajar aja udah gagal utbk mikir kayak gitu yok corona udahan pgn cepet ngekos aja,-1,-1,-1
600,gagal vaksin berakibat mabal kantor hehe,-1,1,-1
601,grgr covid gagal nonton konser penyanyi fav ku,-1,1,-1
602,bima arya pejabat lo kabar gembira contoh korupsi corona ada negri bukan berita yg lama satu satu ulama di jebloskan penjara mereka gk merugikan mengambil hasil bumi secara legal,-1,-1,-1
603,meninggal divaksin kalo dikasih kompensasi ya promosi vaksinnya gagal orang bakal ragu berakhir gamau vaksinasi ada jaminan bakal ditelusurin apa vaksinnya dari dalem tubuh pasien,-1,-1,-1
604,gak ikut neliti gak ikut nangani kasus moro bilang vaksin bahaya modal baca berita yg sebenernya kalo lebih telirti kasusnya jarang misal yo timbang resiko gejala mematikan yg angkanya jauh lbh fantastis sek bahayaan cocotmu iku mbang,-1,-1,-1
605,imho sudut pandang kenapa atlit bulu tangkis indonesia sebegitunya berkaitan covid menunjukkan sudut pandang negara terhadap indonesia dianggap gagal menangani covid hasil tesnya diremehkan jadi salah,-1,-1,-1
606,gagal malang hari karena jadwal kereta ternyata berubah sebelum covid,-1,1,-1
607,negara kaya saking seriusnya nanganin pandemi sampe berani taruhan lewat perjanjian bilateral developer vaksin dgn kata klo developer gagal ratusan miliar dollar hangus gitu aja klo berhasil akan jadi cust vvip bagian asiknya mereka berhasil,1,-1,-1
608,ini gagal paham kata pak luhut terkendali covid secara umum covid varian delta nye nye nye nye nye nye nye babilah klen aja pinter ngeles pecat,-1,1,-1
609,kjaan dikatakan gagal krn kes terus meningkat hakikatnya semasa sambutan raya tempohari rakyat bercempera sebarkan virus kpg ya kjaan gagal krn tegas mengenakan perintah berkurung utk rakyat gagal ikut arahan,-1,-1,-1
610,pada gak percaya berkerumunan prokes gak bakal naikin penyebaran covid liaat noh india yg gak percaya ngerasa gak bakal rugi kalian sehat aja karna punya imun yg kuat gimana yg gak punya imun kuat,-1,1,-1
611,bsok jadwal vaksin gagal krn ada batuk pileknya,-1,1,-1
612,ada yg meragukan vaksin yg dibuat seorang dokter yg dipecat organisasi profesinya ngotot membisniskan temuan yg gagal pertanggungjawabkan secara ilmiah,-1,1,-1
613,kesel gagal vaksin,-1,1,-1
614,kepercayaan covid konspirasi membantah fakta bahwa virus ada mematikan,-1,-1,-1
615,jadi menteri gagal jadi dokter bermasalah ama asosiasi digembargemborkan bikin vaksin untuk jutaan rakyat harus nama yg ditonjolkan,-1,1,-1
616,kayak nya resufle yang satu gagal menurunkan covid satu diduga terlibat jiwasraya asabri berani,-1,1,-1
617,kayakmya yg gagal vaksin gegara tensi emosi ma pengelolanya,-1,1,-1
618,kalo covid mematikan dimanapun terkena covid matitapi yg kebanyakan yg mati rumah sakitwhy apa dg rumah sakitapa skrang rumah sakit nimin dokter yg jujurtentu,-1,-1,-1
619,elaun gaji menteri patutnya dipotong mereka gagal membendung covid negara,-1,-1,-1
620,empati ku tinggi banget baca berita covid sesek nafas temen gagal ginjal ikutan susah pipis kalo orang knp cepat nyerap energinya kalo orang yg suka temen ku aku org yg duluan sadar ketimbang yang punya,1,1,-1
621,segitu ngga percayanya covid sampe merugikan org yg ngga bersalah tindakan yg dzolim bgt emosi tp syg sm perasaanku,-1,1,-1
622,sikap terhadap covid dulu jelas virus adalah nyata virus mematikan ada yang membuat skenario mengambil keuntungan hal wajib dihentikan,-1,-1,-1
623,banyaknya penimbunan obat dimana artinya bpom gagal badan pembina obat makanan pertanyaan kedua obat covid termasuk eua bpom vaksin di uji klinis,-1,1,-1
624,udah seminggu gagal mele mo vaksin gara demam,-1,-1,-1
625,covid jahat banget mematikan manusia pekerjaan usaha akal perasaan dll semoga semua tetep waras aman sehat ya,-1,1,-1
626,baru kali covid mematikan yang gw kenal orang yg orang gw kenal,1,-1,1
627,vaksin bukan kasih chips kode barcode biar ada korupsi yang bahaya korupsi merugikan negara di basmi hukuman mati korupsi,-1,-1,-1
628,dips saat situasi kayak gini turunkan ego keras kepalanya bergejala sedikitpun gejalanya flu ttp isoman saatnya menyombongkan ini covid isoman gaada rugi nya,-1,-1,-1
629,vaccine menyembuhkanallah covid mematikanallah takut berpada takut suruh pergi berjalan merataikut nabi berjaya,1,-1,-1
630,sakit yg ku rasakan mengalami covid sangat menderita alhamdullilah lolos serangan yg mematikan kini sudah kembali negatif penyakit yg membahayakan terima kasih tuhan engkau mencabut penyakit yg yg mematikan aamiin,1,1,1
631,shit happens hari adalah gagal vaksin bangun kesiangan,-1,1,-1
632,tetangga keluarga teman berpulang gagal melewati masa sulit covid sungguh flu yang mematikan entah kapan terus,-1,-1,-1
633,pas habis vaksin nga ngerasa efek samping merugikan cmn heran ya laper terus wkwk asli udh makan nasi makan mie gtu trus siklusnya hari itu krn vaksin hmm,-1,-1,-1
634,crypto gt rugi nyari kerja gt ditolak terus dapet bea gt gabisa berangkat karna corona ditunda sampe waktu tdk ditentukan gagt yg nyangkut ya allah hidupku gini udah usaha hari gagal kudu piye,-1,-1,-1
635,ahli epidemiologi universitas diponegoro semarang menyayangkan rendahnya kesadaran masyarakat bahayanya covid sangat mematikan tersebutkasus kematian akibat covid kabupaten kudus ini mendekati kasus kematian akibat covid india,-1,1,-1
636,covid hanya membunuh manusia mematikan rasa kemanusiaan,-1,-1,-1
637,corona cepet beres membership gym aing rugi nih,-1,-1,-1
638,persamaan covid aturan pemerintah sama mematikan secara perlahan,-1,1,1
639,si covid trending diet gw gagal gara gara konsumsi vitamin bawaan nya laper mulu parah,-1,-1,-1
640,kangen liburan paling mengecewakan pencapaian terindahku gagal virus covid brengsek,-1,-1,-1
641,menteri vaksin gagal,-1,1,-1
642,corona sampe rencana taun gua gagal lagii,-1,1,-1
643,keringetan setelah hari demam masuk butir obat dua gelas teh manis panas satu kaleng larutan ya belom mandi maren gagal vaksin hari seenggalnya tenang gue jadinya wkwkwk,-1,1,1
644,nakes ngerasa gagal bgt jir keluarga ada yg gamau vaksin berasa gabisa ngasih edukasi,-1,1,-1
645,negara munculan varian baru coronavirus indonesia jg muncul lama corona bermutasi ganas mematikan sendi kehidupan menyerang imunitas masyarakat,-1,1,-1
646,masalah chat wa hp rusak janjian orang nggak jelas gantiin jadi babysitter gagal vaksin urusan kurir antaraja lelah,-1,-1,-1
647,covid bukan mematikan manusia juga rasa manusiaan,-1,-1,-1
648,libur corona hari uang jajan kali njir rugi,-1,-1,-1
649,nyokap bokap udah ngantri vaksin pas sampe petugas gagal tensi darah tinggi sampe alhasil diganti hari nyokap tes gula darah ternyata sampe angka ditanya petugas pusing engga nyokap jawab doi normal gabole vaksin sad,-1,-1,-1
650,gagal nongkrong gara covid pid pid copid titid,-1,1,-1
651,covid mudah kena mematikan mengapa gak percaya togel yg gak kena kok percaya ya wis angel ikiangel,-1,-1,-1
652,gagal rollout vaksinasi pantas rakyat menjadi mangsa negara menjadi taruhan,-1,-1,-1
653,hai tahun gagal terbang gara covid tahun juga sementara refund berbentuk voucher masa berlakunya juni masih diperpanjang,-1,1,-1
654,percaya adanya covid tidak percaya itu mematikan tidak segencar dan sangat mendukung hak manusia dimana berhak menghirup udara bebas masker memakai masker berarti saya hanya menghargai orang yg percaya covid,1,-1,1
655,tahun ada prestasi yg meningkat yg meningkat jumlah tka jumlah sda yg dikelola aseng hutang menggunung koruptor merajalela covid naik pesat bumn yg rugi angka pengangguran naik minta naik periode semboyan kerja kerja kerja ada hasilnya,-1,-1,1
656,luhut soal kasus covid melonjak kesalahan ramairamai hahaha giliran gagal ngajak elu kali,-1,1,-1
657,gak percaya covid nyata nya covid emang covid emang mematikan tau nggak lebih mematikan pemerintah yang memanfaatkan adanya covid untuk perdagangan ekonomi,-1,1,-1
658,pribadi ga masalah rame pesen bts meal ojol mengantre penting dikasih tip yg proper kalau muncul kluster baru kasus covid meningkat aku gagal jakarta,-1,1,-1
659,gila tuntutan thd hrs jauh lbh berat tuntutan thd koruptor klas kakap koruptor aseng kelas kakap yg tlh merampok merugikan bangsa indonesia dituntut tahun penjara habib rizieq dituntut tahun penjara kasus ecekecek urusan tes swab covid,-1,-1,-1
660,salam bang ijin berpendapat wisata berbasis vaksinasi bali tidak layak tatalaksana bisa merugikan warga bali bulan ingin beri masukan bgmn pemerintah dapatkan triliun pariwisata susah bertemu stakeholdernya maaf,-1,-1,-1
661,seneng bgt ditraktir naura dapet duit dana study tour yg gagal covid huhuhu,1,1,1
662,mo vaksin yg kedua aja yg bikin gagal skrining eh skrg si doi dengan alami nerobos masuk,-1,1,-1
663,stuck kemker mulu gara gara kurang orang sampe covid masuk indo akhirnya diundur setaun harusnya berangkat taun masa gagal gara gara kurang orang gue lulusnya atuh mah bgsd yang katanya temen seangkatan jadi nyusahin,-1,-1,-1
664,yah vaksinnya ketunda terancam gagal semoga segera vaksin suami senyamsenyum deh disuntiknya ketunda lagian juga yaa jarum suntik takut ama jarum tato jadinya panik kalo disuntik vaksin hmm,-1,1,-1
665,ett anjir ngapa abis vaksin laper terus hei mah jadi gagal diet ga wo dlu,-1,-1,-1
666,corona pergilah bikin gagal planning liburan yg udh gua atur baiknya,-1,1,-1
667,planning gagal bangsat corona bedebah bajingan,-1,-1,-1
668,libur corona hari dikali rb anjr rugi,-1,-1,-1
669,gagal daftar vaksin cepat pendaftaran pengundi pru kalian daftarkan ke buku sejarah,-1,1,-1
670,penyakit lebih mematikan corona kantong kering dimana kantong tidak berisi kepala pusing memikirkan gmana ngisinya,-1,1,-1
671,giant tutup hero tutup indomadidemo krn mampu bayar thr garuda rugi pln rugi sriwijaya lemas bumn yerjerat utang akumulasi lemahnya daya beli yg terjadi tahun covidakan terjadi ledakan phk tka china bertambah jkw tumbang,-1,-1,-1
672,jaman penyakit cacar penyakit mematikan sy logikakan dg covid ya sy vaksin cacar waktu bayi tp usia smp lupa kena cacar ya dg vaksin covid ini kena covid jg tp resiko kematian rendah,-1,-1,-1
673,buat pkp lockdown lagilah rugi rugi baik beli vaksin skala besar juga ekonomi berjalan seiring,-1,1,-1
674,dapet jadwal vaksin tanggal merah gagal rencana staycation,-1,1,-1
675,kalo diliat skrg pasien covid yg akut seseknya emg berat bgt ampe gagal napas,-1,-1,-1
676,jadi kurang tahun diumumkan covid indonesia udah rencana gagal semoga cepet selesai masa pandemi selalu sehat,1,1,1
677,duh gagal ikutan vaksin berbayar ditunda ya gak paham vaksin berbayar ditolak ya gw vaksin krn merasa lbh bnyk org yg hrs didahulukan harus gratis skrg rencana vaksin gw mundur nih ikutan vaksin berbayar,-1,1,-1
678,gegara covid jadi gagal manjat,-1,1,-1
679,punya konsep bangun gerai kede kopi gagal investor masuk angin alasan covid gak turun sekarang nasib nasib,-1,-1,-1
680,libur sekolah hari hilang sekejap corona datang,-1,-1,-1
681,benerbener berada fase memisahkan dari yang enggan menjalankan prokes yang percaya covid keangkuhan tersebut merugikan sendiri juga orang,-1,1,-1
682,jancok asu kabeh sing kakean umbar jigong covid gak mematikan fafufuwasweswos sahabatku isoman bertiga rumah ibunya meninggal duluan rs ayahnya saturasi oksigen turun terus ga makan ga minum vitamin sore meninggal yatim piatu seminggu,-1,-1,-1
683,karna corona bikin rencana awal masa gagal jadi mulai membuat rencanarencana baru,-1,1,1
684,libur corona hari uang jajan anjir rugi bnyk,-1,1,-1
685,crash crush crash crush gue stres karna kgk megang duit ajir corona gue rugi bnyk njing,-1,-1,-1
686,effectivenya pkp darurat lockdown pkpd yg jelas kes covid meningkat rakyat menderita kehilangan pekerjaan kehilangan sumber pendapatan yang fikir alternative kerana jelasnya pendekatan gagal,-1,-1,-1
687,penyakit gejalanya itu masuk akal covid yg katanya mematikan penularannya ada yg gejala ko ya sih percaya,-1,-1,-1
688,maafkan anakmu ibu anakmu gagal daftar vaksin,-1,1,-1
689,ujian bertubi ditemukan corona varian deltasekarang gempar karna ditemukan jenis cicak bisa mematikan cicak napas semoga senantiasa dilindungi,1,1,-1
690,presiden jokowi meminta masyarakat indonesia khawatir mutasi virus corona inggris orang indonesia yg terpapar virus varian baru tab negatif jokowi menyebut blm penelitian yg menyebutkan varian baru ini lebih mematikan,-1,-1,-1
691,banget meninggal gara covid juga yg bilang covid ga nyata yg kena covid diendorse masih waras gpp sih hak tapi seenggaknya sampe merugikan orang gitu ya,-1,-1,-1
692,gara corona gw rugi jt anjr,-1,-1,-1
693,kemaren nonton inferno trus mikir yah covid konspirasi ada agen jason bourne ethan hawke robelangdon gagal melaksanakan misi,-1,-1,-1
694,memang benar mayoritas yg gagal vaksin mungkin yg meninggal disuntik ada riwayat hipertensidiabetes,-1,1,-1
695,terminologi meninggalnya covid udah kuat bgt mendoktrin persepsi warga desa jateng sukses bgt nih influencer teori konspirasi youtube tingginya angka kematian warga desa dianggap takdir gusti allah ga salah sih tp covid jd ga dianggap virus yg mematikan,-1,-1,-1
696,yahh gilmour kena covid rugi besar nih scotland gk jenderal yg ngimbangi modric kovacic,-1,-1,-1
